Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,int_rate,FICO.Score,annual_inc,home_ownership
8500,8475.0,6.03%,36,home_improvement,12.33,MO,MORTGAGE,6100.0,745-749,17.0,6370.0,0.0,10+ years,6.03,745,73200.0,0
12000,12000.0,16.89%,60,small_business,15.24,OH,MORTGAGE,7500.0,675-679,14.0,28589.0,2.0,3 years,16.89,675,90000.0,0
6200,6100.0,8.59%,36,other,19.1,WI,RENT,5000.0,740-744,17.0,9367.0,0.0,1 year,8.59,740,60000.0,3
7000,7000.0,18.49%,36,debt_consolidation,18.9,AR,MORTGAGE,2000.0,660-664,10.0,7315.0,2.0,1 year,18.49,660,24000.0,0
20800,20800.0,12.69%,60,debt_consolidation,7.08,GA,MORTGAGE,6541.67,730-734,9.0,13197.0,0.0,1 year,12.69,730,78500.04,0
19200,19200.0,13.11%,60,other,3.45,IL,MORTGAGE,8333.33,745-749,14.0,50625.0,3.0,2 years,13.11,745,99999.96,0
22000,22000.0,15.80%,60,debt_consolidation,21.32,KY,MORTGAGE,5416.67,700-704,9.0,10267.0,1.0,10+ years,15.8,700,65000.04,0
15000,15000.0,19.05%,36,debt_consolidation,24.88,AZ,RENT,6000.0,675-679,12.0,12162.0,0.0,1 year,19.05,675,72000.0,3
7000,6965.1,19.47%,36,debt_consolidation,17.08,NJ,RENT,5000.0,665-669,11.0,13859.0,0.0,3 years,19.47,665,60000.0,3
20000,20000.0,8.90%,36,credit_card,17.08,CO,RENT,4916.67,730-734,10.0,14952.0,2.0,4 years,8.9,730,59000.04,3
2000,2000.0,6.17%,36,moving,18.35,WA,RENT,5733.58,745-749,9.0,21998.0,0.0,3 years,6.17,745,68802.96,3
18000,17738.58,10.59%,60,major_purchase,15.03,OH,MORTGAGE,4000.0,755-759,9.0,6718.0,0.0,10+ years,10.59,755,48000.0,0
20800,20775.0,11.48%,36,home_improvement,21.77,CA,OWN,11666.67,790-794,6.0,682.0,1.0,10+ years,11.48,790,140000.04,2
9000,8875.0,7.88%,36,debt_consolidation,14.51,MA,MORTGAGE,5708.33,725-729,9.0,12217.0,0.0,7 years,7.88,725,68499.96,0
6000,6000.0,14.09%,36,credit_card,22.5,UT,RENT,2666.67,670-674,18.0,5955.0,0.0,10+ years,14.09,670,32000.04,3
5000,5000.0,15.80%,36,debt_consolidation,34.2,CA,RENT,3750.0,665-669,18.0,5414.0,3.0,3 years,15.8,665,45000.0,3
12000,11975.0,14.83%,60,credit_card,22.31,CA,RENT,4186.0,685-689,9.0,9398.0,0.0,3 years,14.83,685,50232.0,3
7000,1998.0,8.00%,36,credit_card,6.36,AZ,MORTGAGE,7583.33,750-754,9.0,21135.0,0.0,10+ years,8.0,750,90999.96,0
6000,5950.0,10.00%,36,major_purchase,8.74,FL,MORTGAGE,15416.67,715-719,9.0,105730.0,1.0,10+ years,10.0,715,185000.04,0
17000,16975.0,13.98%,36,debt_consolidation,17.65,TX,MORTGAGE,9166.67,700-704,14.0,16230.0,4.0,3 years,13.98,700,110000.04,0
12000,11975.0,8.94%,36,credit_card,18.99,TX,RENT,4750.0,750-754,13.0,25577.0,1.0,4 years,8.94,750,57000.0,3
16350,16350.0,7.90%,36,credit_card,25.03,MN,OWN,4541.67,730-734,7.0,25731.0,0.0,9 years,7.9,730,54500.04,2
20000,20000.0,7.90%,36,debt_consolidation,20.04,TX,MORTGAGE,4625.0,755-759,14.0,31335.0,1.0,10+ years,7.9,755,55500.0,0
12300,12300.0,12.12%,36,debt_consolidation,10.01,CA,RENT,6583.33,690-694,15.0,12450.0,0.0,1 year,12.12,690,78999.96,3
4800,4800.0,13.11%,36,moving,4.61,TX,RENT,2666.67,690-694,3.0,7911.0,0.0,< 1 year,13.11,690,32000.04,3
14500,14500.0,7.90%,36,credit_card,11.96,IL,RENT,4500.0,735-739,8.0,16398.0,0.0,6 years,7.9,735,54000.0,3
4200,4200.0,8.90%,36,debt_consolidation,10.43,CA,MORTGAGE,2254.0,700-704,7.0,4490.0,0.0,n/a,8.9,700,27048.0,0
22250,22250.0,14.09%,36,credit_card,32.1,MN,MORTGAGE,6583.33,690-694,18.0,44868.0,0.0,10+ years,14.09,690,78999.96,0
8000,8000.0,14.09%,36,home_improvement,7.68,IL,RENT,25000.0,675-679,6.0,28579.0,1.0,8 years,14.09,675,300000.0,3
8325,8325.0,17.77%,36,debt_consolidation,20.75,MO,RENT,2000.0,665-669,7.0,7676.0,0.0,< 1 year,17.77,665,24000.0,3
14000,14000.0,13.11%,36,debt_consolidation,8.12,CA,OWN,10416.67,730-734,4.0,4776.0,0.0,7 years,13.11,730,125000.04,2
9000,9000.0,10.16%,36,debt_consolidation,3.98,MD,MORTGAGE,6000.0,705-709,6.0,5659.0,0.0,7 years,10.16,705,72000.0,0
16000,16000.0,13.11%,36,credit_card,17.61,GA,MORTGAGE,6083.33,680-684,13.0,15148.0,0.0,2 years,13.11,680,72999.96,0
15200,13694.22,11.14%,36,credit_card,14.5,AZ,MORTGAGE,7916.67,760-764,7.0,217827.0,2.0,6 years,11.14,760,95000.04,0
24000,24000.0,10.65%,36,debt_consolidation,14.8,CA,RENT,3750.0,725-729,5.0,24708.0,0.0,10+ years,10.65,725,45000.0,3
16450,16450.0,15.31%,36,debt_consolidation,11.66,OH,MORTGAGE,6666.67,685-689,8.0,12697.0,3.0,9 years,15.31,685,80000.04,0
7500,7500.0,12.12%,36,home_improvement,26.56,NH,MORTGAGE,5000.0,710-714,8.0,9047.0,1.0,10+ years,12.12,710,60000.0,0
4750,4750.0,22.47%,36,debt_consolidation,24.45,UT,RENT,1333.33,665-669,9.0,4752.0,2.0,< 1 year,22.47,665,15999.96,3
6500,6500.0,7.90%,36,debt_consolidation,12.56,AR,RENT,6750.0,720-724,17.0,33229.0,0.0,8 years,7.9,720,81000.0,3
5500,5450.0,18.67%,60,debt_consolidation,17.71,NY,RENT,1750.0,660-664,6.0,4492.0,6.0,2 years,18.67,660,21000.0,3
9600,9600.0,6.03%,36,home_improvement,7.52,AL,MORTGAGE,6250.0,750-754,7.0,765.0,0.0,< 1 year,6.03,750,75000.0,0
12000,11975.0,12.12%,36,major_purchase,31.34,NY,OWN,4166.67,710-714,21.0,28703.0,2.0,3 years,12.12,710,50000.04,2
2000,2000.0,7.51%,36,other,16.73,CA,RENT,1500.0,730-734,5.0,2925.0,0.0,4 years,7.51,730,18000.0,3
18000,18000.0,24.89%,60,moving,14.88,VT,RENT,4000.0,665-669,10.0,7377.0,3.0,8 years,24.89,665,48000.0,3
5825,5825.0,12.12%,36,home_improvement,4.0,AR,OWN,3750.0,690-694,4.0,5643.0,0.0,1 year,12.12,690,45000.0,2
2500,2500.0,15.31%,36,home_improvement,22.81,VA,RENT,2530.0,670-674,7.0,5276.0,6.0,< 1 year,15.31,670,30360.0,3
7200,7200.0,19.91%,60,other,2.0,NY,RENT,5500.0,660-664,13.0,2130.0,0.0,9 years,19.91,660,66000.0,3
8000,8000.0,14.33%,36,other,11.85,MD,RENT,3941.58,670-674,15.0,9660.0,0.0,2 years,14.33,670,47298.96,3
25000,24675.0,20.77%,60,home_improvement,19.12,TX,MORTGAGE,6000.0,665-669,17.0,12757.0,2.0,10+ years,20.77,665,72000.0,0
2500,2500.0,14.09%,36,medical,20.95,NY,RENT,2666.67,665-669,9.0,15787.0,0.0,n/a,14.09,665,32000.04,3
20000,2050.0,12.84%,36,home_improvement,1.49,MI,MORTGAGE,3500.0,750-754,6.0,1954.0,5.0,2 years,12.84,750,42000.0,0
6250,6250.0,13.11%,36,debt_consolidation,28.61,CT,RENT,1779.17,720-724,19.0,7455.0,1.0,3 years,13.11,720,21350.04,3
12375,12375.0,13.67%,36,debt_consolidation,22.42,KS,MORTGAGE,2083.33,680-684,8.0,12226.0,0.0,3 years,13.67,680,24999.96,0
18000,18000.0,10.16%,36,debt_consolidation,16.71,NY,MORTGAGE,6666.67,685-689,16.0,19850.0,1.0,6 years,10.16,685,80000.04,0
3300,3300.0,6.99%,36,other,20.04,IL,RENT,3333.33,760-764,10.0,0.0,2.0,1 year,6.99,760,39999.96,3
21000,21000.0,18.49%,60,other,16.4,TX,MORTGAGE,8833.33,700-704,11.0,29293.0,0.0,1 year,18.49,700,105999.96,0
24575,24575.0,16.29%,36,debt_consolidation,19.6,GA,MORTGAGE,5250.0,695-699,8.0,20858.0,2.0,10+ years,16.29,695,63000.0,0
5000,4900.0,7.74%,36,other,14.4,OH,RENT,5166.67,750-754,8.0,15489.0,1.0,10+ years,7.74,750,62000.04,3
20000,20000.0,16.29%,36,debt_consolidation,23.59,MI,MORTGAGE,5833.33,680-684,14.0,12696.0,1.0,< 1 year,16.29,680,69999.96,0
13250,13250.0,6.62%,36,debt_consolidation,28.64,IL,MORTGAGE,5750.0,750-754,12.0,7174.0,3.0,8 years,6.62,750,69000.0,0
10000,9975.0,8.59%,36,major_purchase,2.85,PA,MORTGAGE,10167.0,790-794,9.0,16.0,3.0,10+ years,8.59,790,122004.0,0
20000,19950.0,10.75%,36,debt_consolidation,11.37,NY,RENT,8416.67,740-744,10.0,12283.0,0.0,3 years,10.75,740,101000.04,3
10000,10000.0,8.49%,36,debt_consolidation,13.58,FL,MORTGAGE,4166.67,715-719,8.0,8455.0,0.0,10+ years,8.49,715,50000.04,0
12000,12000.0,12.12%,36,debt_consolidation,14.66,FL,MORTGAGE,5000.0,710-714,11.0,13235.0,2.0,2 years,12.12,710,60000.0,0
8000,7950.0,7.90%,36,home_improvement,12.54,IL,MORTGAGE,3500.0,725-729,8.0,6834.0,2.0,5 years,7.9,725,42000.0,0
11000,10950.0,8.94%,36,credit_card,22.38,AK,MORTGAGE,4200.0,760-764,6.0,8694.0,4.0,7 years,8.94,760,50400.0,0
12500,12425.0,7.49%,36,debt_consolidation,14.07,MD,RENT,8237.5,730-734,15.0,13261.0,0.0,6 years,7.49,730,98850.0,3
7500,0.0,11.03%,36,credit_card,11.41,AL,MORTGAGE,3750.0,685-689,15.0,5148.0,7.0,6 years,11.03,685,45000.0,0
4825,4825.0,10.16%,36,debt_consolidation,14.89,UT,RENT,2400.0,705-709,14.0,6109.0,1.0,1 year,10.16,705,28800.0,3
7550,7550.0,16.89%,36,other,21.94,AL,RENT,2880.0,670-674,2.0,1989.0,1.0,8 years,16.89,670,34560.0,3
8000,7827.03,14.35%,36,other,20.35,NY,RENT,4000.0,675-679,7.0,2082.0,0.0,4 years,14.35,675,48000.0,3
6000,6000.0,14.09%,36,debt_consolidation,15.72,KS,RENT,5083.33,670-674,11.0,10373.0,0.0,4 years,14.09,670,60999.96,3
8000,8000.0,15.57%,60,major_purchase,2.38,IL,RENT,5291.67,700-704,4.0,1252.0,6.0,5 years,15.57,700,63500.04,3
3000,3000.0,14.59%,36,debt_consolidation,24.2,IL,MORTGAGE,5000.0,665-669,6.0,5527.0,1.0,5 years,14.59,665,60000.0,0
8000,7997.79,16.29%,36,debt_consolidation,15.76,NY,RENT,3750.0,665-669,8.0,7374.0,1.0,6 years,16.29,665,45000.0,3
8400,8400.0,5.99%,36,credit_card,8.7,TX,OWN,3000.0,750-754,6.0,6215.0,0.0,2 years,5.99,750,36000.0,2
35000,35000.0,14.65%,36,medical,12.2,MA,MORTGAGE,14166.67,720-724,7.0,103354.0,0.0,8 years,14.65,720,170000.04,0
15000,15000.0,7.90%,36,credit_card,21.54,NY,OWN,5000.0,730-734,8.0,21555.0,0.0,2 years,7.9,730,60000.0,2
7500,7475.0,10.99%,36,home_improvement,7.51,TX,MORTGAGE,7083.33,800-804,9.0,2245.0,7.0,8 years,10.99,800,84999.96,0
24000,23665.54,9.62%,60,debt_consolidation,17.41,DC,RENT,7695.08,805-809,6.0,1502.0,0.0,9 years,9.62,805,92340.96,3
21000,20975.0,20.50%,60,debt_consolidation,18.42,NY,MORTGAGE,8083.33,680-684,11.0,31080.0,2.0,5 years,20.5,680,96999.96,0
6000,6000.0,7.62%,36,debt_consolidation,9.33,CA,RENT,8315.67,730-734,8.0,6239.0,0.0,2 years,7.62,730,99788.04,3
4500,4500.0,6.91%,36,major_purchase,0.58,MD,MORTGAGE,65000.0,725-729,7.0,3015.0,4.0,7 years,6.91,725,780000.0,0
29000,29000.0,17.77%,36,debt_consolidation,15.7,MA,RENT,7666.67,695-699,11.0,23319.0,0.0,2 years,17.77,695,92000.04,3
20000,20000.0,15.31%,36,debt_consolidation,27.35,CA,RENT,5250.0,690-694,11.0,11343.0,1.0,6 years,15.31,690,63000.0,3
7000,7000.0,10.16%,36,debt_consolidation,10.76,IL,MORTGAGE,4341.67,695-699,11.0,13638.0,0.0,7 years,10.16,695,52100.04,0
5000,4950.0,10.36%,36,other,0.51,NJ,RENT,2916.67,715-719,2.0,165.0,2.0,3 years,10.36,715,35000.04,3
6000,6000.0,17.27%,36,debt_consolidation,6.91,IL,MORTGAGE,4025.67,665-669,6.0,6652.0,2.0,5 years,17.27,665,48308.04,0
10000,10000.0,15.27%,36,wedding,4.02,IL,RENT,4480.0,670-674,9.0,7614.0,2.0,1 year,15.27,670,53760.0,3
3200,3200.0,17.49%,36,other,1.37,AR,RENT,2917.0,665-669,4.0,1427.0,1.0,< 1 year,17.49,665,35004.0,3
23000,23000.0,17.77%,36,debt_consolidation,25.84,MD,MORTGAGE,6625.0,685-689,17.0,19870.0,1.0,3 years,17.77,685,79500.0,0
5000,1750.04,11.54%,36,other,10.36,NY,RENT,3416.67,670-674,17.0,15301.0,7.0,1 year,11.54,670,41000.04,3
3000,3000.0,12.69%,36,debt_consolidation,3.12,CA,RENT,2083.33,715-719,3.0,844.0,0.0,3 years,12.69,715,24999.96,3
12000,11975.0,10.74%,60,debt_consolidation,17.63,VA,RENT,3500.0,715-719,11.0,18808.0,0.0,5 years,10.74,715,42000.0,3
20000,19975.0,13.99%,60,debt_consolidation,31.2,NY,RENT,4166.67,720-724,9.0,8810.0,0.0,6 years,13.99,720,50000.04,3
1200,1200.0,15.80%,36,debt_consolidation,27.14,MI,RENT,2166.67,665-669,9.0,9076.0,1.0,3 years,15.8,665,26000.04,3
8000,8000.0,6.62%,36,credit_card,4.9,FL,MORTGAGE,3000.0,780-784,5.0,6084.0,1.0,n/a,6.62,780,36000.0,0
10000,9975.0,16.49%,60,credit_card,17.7,IL,MORTGAGE,5416.67,705-709,10.0,41329.0,0.0,10+ years,16.49,705,65000.04,0
11000,11000.0,13.06%,36,other,22.42,NC,MORTGAGE,7916.67,690-694,9.0,34314.0,1.0,< 1 year,13.06,690,95000.04,0
18000,18000.0,16.29%,36,credit_card,17.62,CA,MORTGAGE,5250.0,670-674,11.0,9379.0,1.0,5 years,16.29,670,63000.0,0
24000,23975.0,17.49%,60,small_business,8.96,OR,RENT,5000.0,705-709,4.0,323.0,1.0,10+ years,17.49,705,60000.0,3
8000,7925.0,18.75%,60,other,9.92,WA,MORTGAGE,5002.33,675-679,7.0,8421.0,1.0,10+ years,18.75,675,60027.96,0
6000,6000.0,11.71%,36,other,21.45,MI,RENT,3100.0,685-689,18.0,10426.0,0.0,2 years,11.71,685,37200.0,3
35000,34950.0,17.27%,36,debt_consolidation,22.74,CA,RENT,6750.0,675-679,15.0,24626.0,1.0,10+ years,17.27,675,81000.0,3
1000,750.0,10.36%,36,renewable_energy,0.0,GA,MORTGAGE,1800.0,730-734,2.0,0.0,1.0,< 1 year,10.36,730,21600.0,0
10000,10000.0,15.31%,36,credit_card,27.71,CA,RENT,3750.0,680-684,19.0,19385.0,1.0,3 years,15.31,680,45000.0,3
6000,6000.0,15.80%,36,medical,7.94,NY,RENT,5000.0,670-674,7.0,14784.0,1.0,10+ years,15.8,670,60000.0,3
4000,4000.0,6.03%,36,car,13.03,CA,RENT,2916.67,750-754,7.0,2860.0,0.0,5 years,6.03,750,35000.04,3
20000,20000.0,11.71%,60,debt_consolidation,10.98,IL,MORTGAGE,5416.67,745-749,10.0,20836.0,0.0,10+ years,11.71,745,65000.04,0
3500,690.34,14.12%,36,medical,10.19,IA,OTHER,3750.0,655-659,8.0,9771.0,4.0,10+ years,14.12,655,45000.0,1
24000,24000.0,19.99%,60,debt_consolidation,3.48,AZ,RENT,8333.33,690-694,8.0,8224.0,1.0,5 years,19.99,690,99999.96,3
8000,8000.0,14.09%,36,debt_consolidation,14.31,CA,RENT,3500.0,690-694,7.0,5074.0,2.0,4 years,14.09,690,42000.0,3
12000,12000.0,6.62%,36,credit_card,13.88,MA,MORTGAGE,7125.0,775-779,15.0,20639.0,1.0,5 years,6.62,775,85500.0,0
17600,17600.0,8.90%,36,debt_consolidation,16.58,CO,MORTGAGE,4166.67,750-754,8.0,235.0,1.0,8 years,8.9,750,50000.04,0
5000,512.46,12.92%,36,debt_consolidation,16.29,CA,RENT,3333.0,665-669,11.0,14244.0,2.0,2 years,12.92,665,39996.0,3
8000,8000.0,18.67%,60,educational,5.56,CA,RENT,2500.0,660-664,5.0,5770.0,2.0,6 years,18.67,660,30000.0,3
10000,9850.0,9.88%,36,debt_consolidation,17.04,KY,MORTGAGE,4500.0,730-734,8.0,6948.0,2.0,4 years,9.88,730,54000.0,0
16800,16800.0,6.62%,36,debt_consolidation,3.87,SC,OWN,16083.33,800-804,5.0,13470.0,1.0,8 years,6.62,800,192999.96,2
6500,6450.0,10.38%,60,home_improvement,6.86,KY,MORTGAGE,2738.67,755-759,10.0,2345.0,1.0,8 years,10.38,755,32864.04,0
35000,35000.0,7.90%,36,home_improvement,20.7,TX,MORTGAGE,12083.33,790-794,10.0,28864.0,0.0,10+ years,7.9,790,144999.96,0
9950,9950.0,14.33%,36,debt_consolidation,4.19,NJ,MORTGAGE,4800.0,685-689,9.0,5038.0,1.0,5 years,14.33,685,57600.0,0
5000,5000.0,9.91%,36,debt_consolidation,28.77,OH,RENT,3166.67,750-754,3.0,0.0,1.0,n/a,9.91,750,38000.04,3
10000,10000.0,19.05%,60,debt_consolidation,28.39,FL,RENT,3726.67,695-699,23.0,10067.0,2.0,5 years,19.05,695,44720.04,3
6000,6000.0,13.11%,36,debt_consolidation,19.97,PA,MORTGAGE,5833.33,685-689,6.0,5523.0,1.0,1 year,13.11,685,69999.96,0
35000,35000.0,7.90%,36,debt_consolidation,20.27,VA,MORTGAGE,12083.33,770-774,15.0,35242.0,0.0,10+ years,7.9,770,144999.96,0
5600,5600.0,7.90%,36,debt_consolidation,16.54,FL,RENT,1916.67,705-709,8.0,3373.0,0.0,5 years,7.9,705,23000.04,3
17000,17000.0,7.90%,36,small_business,6.43,NJ,RENT,6250.0,795-799,4.0,1352.0,3.0,6 years,7.9,795,75000.0,3
15000,15000.0,12.99%,60,debt_consolidation,17.45,NY,RENT,5666.67,715-719,13.0,10855.0,0.0,3 years,12.99,715,68000.04,3
3000,3000.0,11.14%,36,small_business,1.7,NY,MORTGAGE,7750.0,685-689,7.0,874.0,0.0,10+ years,11.14,685,93000.0,0
12000,12000.0,17.77%,36,credit_card,9.86,MA,RENT,3083.33,665-669,10.0,4390.0,0.0,4 years,17.77,665,36999.96,3
25000,25000.0,14.27%,36,debt_consolidation,14.59,MA,MORTGAGE,9000.0,705-709,11.0,22364.0,3.0,7 years,14.27,705,108000.0,0
31075,31050.0,20.49%,36,credit_card,26.18,MA,OWN,6000.0,660-664,20.0,27221.0,2.0,10+ years,20.49,660,72000.0,2
4750,4750.0,14.33%,60,debt_consolidation,23.48,SC,RENT,1500.0,740-744,11.0,1687.0,3.0,< 1 year,14.33,740,18000.0,3
6400,6375.0,11.71%,36,credit_card,14.88,VA,RENT,4166.67,680-684,7.0,15055.0,0.0,1 year,11.71,680,50000.04,3
25000,25000.0,9.91%,36,debt_consolidation,15.38,FL,RENT,5500.0,730-734,9.0,11395.0,0.0,3 years,9.91,730,66000.0,3
5000,4975.0,6.03%,36,major_purchase,6.43,PA,MORTGAGE,12083.33,785-789,10.0,792.0,0.0,5 years,6.03,785,144999.96,0
12000,12000.0,11.99%,60,home_improvement,4.3,GA,MORTGAGE,3583.33,755-759,5.0,3942.0,2.0,2 years,11.99,755,42999.96,0
20000,20000.0,19.72%,36,debt_consolidation,13.74,VA,MORTGAGE,7965.0,665-669,18.0,18809.0,1.0,7 years,19.72,665,95580.0,0
10000,10000.0,15.96%,36,debt_consolidation,13.09,CA,RENT,4416.67,665-669,9.0,23870.0,1.0,10+ years,15.96,665,53000.04,3
9750,9750.0,20.49%,36,other,10.55,WA,RENT,3033.33,660-664,13.0,8688.0,1.0,4 years,20.49,660,36399.96,3
10000,10000.0,14.09%,36,debt_consolidation,15.02,RI,MORTGAGE,6000.0,685-689,13.0,8178.0,0.0,8 years,14.09,685,72000.0,0
3000,2057.84,10.46%,36,small_business,4.34,IL,OWN,4350.0,680-684,3.0,8414.0,4.0,10+ years,10.46,680,52200.0,2
25000,25000.0,19.72%,60,debt_consolidation,1.31,MN,MORTGAGE,5666.67,700-704,6.0,92.0,0.0,10+ years,19.72,700,68000.04,0
5000,5000.0,14.22%,36,other,18.73,CA,MORTGAGE,8583.0,670-674,9.0,8097.0,1.0,1 year,14.22,670,102996.0,0
6500,6500.0,5.79%,36,credit_card,22.84,TX,MORTGAGE,6400.0,730-734,11.0,7435.0,0.0,8 years,5.79,730,76800.0,0
8325,8325.0,15.31%,36,debt_consolidation,15.22,NY,RENT,2916.67,670-674,13.0,7171.0,0.0,4 years,15.31,670,35000.04,3
20000,20000.0,15.31%,60,small_business,13.94,FL,MORTGAGE,8333.33,710-714,15.0,22246.0,0.0,10+ years,15.31,710,99999.96,0
12000,12000.0,12.12%,36,credit_card,20.32,AL,MORTGAGE,5166.67,710-714,9.0,10054.0,1.0,4 years,12.12,710,62000.04,0
9500,9475.0,10.38%,60,small_business,13.64,NM,MORTGAGE,5000.0,755-759,10.0,46358.0,0.0,10+ years,10.38,755,60000.0,0
12000,11862.38,5.79%,60,debt_consolidation,22.13,WI,MORTGAGE,4166.67,780-784,12.0,14464.0,1.0,10+ years,5.79,780,50000.04,0
7200,7200.0,11.49%,60,debt_consolidation,16.78,CA,RENT,2944.0,715-719,11.0,5459.0,0.0,6 years,11.49,715,35328.0,3
8500,8500.0,10.16%,36,credit_card,11.23,NV,MORTGAGE,6091.83,710-714,18.0,10568.0,0.0,3 years,10.16,710,73101.96,0
17475,17475.0,19.05%,60,debt_consolidation,22.95,IL,MORTGAGE,4583.33,685-689,13.0,15852.0,3.0,10+ years,19.05,685,54999.96,0
10000,10000.0,12.12%,36,home_improvement,13.49,TX,MORTGAGE,3113.83,690-694,9.0,6634.0,0.0,4 years,12.12,690,37365.96,0
18000,17975.0,22.47%,60,house,1.92,FL,RENT,4583.33,660-664,6.0,4243.0,3.0,7 years,22.47,660,54999.96,3
4800,4775.0,5.42%,36,medical,20.17,NH,MORTGAGE,7466.83,785-789,19.0,13461.0,2.0,4 years,5.42,785,89601.96,0
5000,5000.0,7.90%,36,wedding,16.44,NC,MORTGAGE,2298.75,720-724,10.0,12346.0,0.0,10+ years,7.9,720,27585.0,0
20000,19925.0,12.12%,36,credit_card,10.32,TX,RENT,3750.0,720-724,6.0,15762.0,0.0,2 years,12.12,720,45000.0,3
12300,12300.0,15.31%,36,debt_consolidation,19.26,OH,MORTGAGE,5000.0,710-714,13.0,4460.0,2.0,10+ years,15.31,710,60000.0,0
28000,27950.0,22.78%,60,debt_consolidation,10.29,LA,MORTGAGE,6125.0,675-679,11.0,18101.0,2.0,5 years,22.78,675,73500.0,0
1675,1675.0,11.11%,36,debt_consolidation,4.81,CA,RENT,2080.0,690-694,4.0,1466.0,0.0,3 years,11.11,690,24960.0,3
7500,7500.0,17.04%,36,car,4.92,CA,RENT,4000.0,685-689,3.0,8398.0,0.0,7 years,17.04,685,48000.0,3
9200,9200.0,12.61%,36,debt_consolidation,15.42,WI,MORTGAGE,12833.33,675-679,12.0,17391.0,0.0,2 years,12.61,675,153999.96,0
8000,8000.0,15.80%,36,credit_card,10.76,OK,MORTGAGE,4583.33,675-679,13.0,4084.0,3.0,2 years,15.8,675,54999.96,0
5000,5000.0,10.99%,36,moving,23.25,NJ,RENT,2000.0,690-694,8.0,8339.0,0.0,< 1 year,10.99,690,24000.0,3
19125,19125.0,18.25%,60,other,15.69,CA,OWN,3333.33,690-694,8.0,7858.0,0.0,5 years,18.25,690,39999.96,2
5075,5050.0,5.99%,36,debt_consolidation,20.1,PA,MORTGAGE,5000.0,790-794,9.0,269.0,3.0,3 years,5.99,790,60000.0,0
7000,6975.0,9.62%,36,debt_consolidation,22.69,IL,MORTGAGE,3275.0,710-714,8.0,14075.0,1.0,9 years,9.62,710,39300.0,0
5000,5000.0,12.12%,36,debt_consolidation,16.97,WA,MORTGAGE,6800.0,675-679,16.0,25524.0,0.0,10+ years,12.12,675,81600.0,0
35000,33500.0,13.49%,60,small_business,10.63,AZ,MORTGAGE,15583.33,760-764,10.0,9.0,1.0,6 years,13.49,760,186999.96,0
2225,2225.0,14.65%,36,credit_card,24.09,WV,MORTGAGE,3250.0,670-674,9.0,26854.0,1.0,n/a,14.65,670,39000.0,0
4000,4000.0,10.16%,36,major_purchase,4.58,IL,RENT,3168.0,715-719,5.0,6916.0,2.0,< 1 year,10.16,715,38016.0,3
16000,16000.0,7.90%,36,debt_consolidation,2.23,CA,MORTGAGE,7083.33,740-744,11.0,3076.0,0.0,5 years,7.9,740,84999.96,0
15500,15500.0,17.77%,36,debt_consolidation,27.6,VA,OWN,3333.33,675-679,10.0,8692.0,0.0,4 years,17.77,675,39999.96,2
16000,16000.0,13.11%,60,debt_consolidation,14.88,OK,MORTGAGE,7916.67,695-699,9.0,22918.0,2.0,10+ years,13.11,695,95000.04,0
9000,9000.0,13.06%,60,debt_consolidation,5.74,CA,RENT,3678.08,710-714,8.0,7556.0,2.0,4 years,13.06,710,44136.96,3
20000,18275.0,16.49%,60,wedding,24.58,TX,MORTGAGE,6000.0,710-714,14.0,12231.0,3.0,3 years,16.49,710,72000.0,0
20000,19900.0,18.17%,60,credit_card,9.72,CA,MORTGAGE,10000.0,685-689,8.0,106527.0,0.0,10+ years,18.17,685,120000.0,0
30000,30000.0,22.78%,60,debt_consolidation,24.71,CA,RENT,6041.67,690-694,12.0,39144.0,0.0,1 year,22.78,690,72500.04,3
10000,10000.0,10.59%,36,debt_consolidation,7.43,CA,RENT,3833.33,735-739,3.0,10187.0,0.0,10+ years,10.59,735,45999.96,3
14000,14000.0,19.05%,36,credit_card,31.02,IL,MORTGAGE,5000.0,660-664,15.0,12728.0,3.0,7 years,19.05,660,60000.0,0
18000,18000.0,15.31%,60,other,22.93,FL,RENT,5734.08,710-714,13.0,2819.0,0.0,4 years,15.31,710,68808.96,3
10000,10000.0,6.62%,36,debt_consolidation,19.05,WA,MORTGAGE,5208.33,740-744,8.0,28302.0,0.0,10+ years,6.62,740,62499.96,0
25975,25975.0,13.11%,60,house,15.51,WA,MORTGAGE,4583.33,735-739,6.0,3607.0,0.0,9 years,13.11,735,54999.96,0
10350,10350.0,14.09%,36,car,20.46,NY,RENT,3333.33,690-694,10.0,10841.0,1.0,1 year,14.09,690,39999.96,3
10850,10850.0,17.77%,36,debt_consolidation,33.9,PA,OWN,2708.33,660-664,7.0,9577.0,0.0,8 years,17.77,660,32499.96,2
4075,4075.0,5.42%,36,home_improvement,23.41,NC,MORTGAGE,3750.0,770-774,6.0,34103.0,1.0,6 years,5.42,770,45000.0,0
14500,10168.89,10.75%,60,credit_card,14.26,CA,MORTGAGE,3584.62,755-759,6.0,18555.0,0.0,10+ years,10.75,755,43015.44,0
