,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,IR_TF,Intercept
209,4800,4800.0,13.11,36,moving,4.61,TX,RENT,2666.67,690,3.0,7911.0,0.0,< 1 year,1.0,1
210,14500,14500.0,7.9,36,credit_card,11.96,IL,RENT,4500.0,735,8.0,16398.0,0.0,6 years,0.0,1
211,4200,4200.0,8.9,36,debt_consolidation,10.43,CA,MORTGAGE,2254.0,700,7.0,4490.0,0.0,n/a,0.0,1
212,22250,22250.0,14.09,36,credit_card,32.1,MN,MORTGAGE,6583.33,690,18.0,44868.0,0.0,10+ years,1.0,1
213,8000,8000.0,14.09,36,home_improvement,7.68,IL,RENT,25000.0,675,6.0,28579.0,1.0,8 years,1.0,1
214,8325,8325.0,17.77,36,debt_consolidation,20.75,MO,RENT,2000.0,665,7.0,7676.0,0.0,< 1 year,1.0,1
215,14000,14000.0,13.11,36,debt_consolidation,8.12,CA,OWN,10416.67,730,4.0,4776.0,0.0,7 years,1.0,1
216,9000,9000.0,10.16,36,debt_consolidation,3.98,MD,MORTGAGE,6000.0,705,6.0,5659.0,0.0,7 years,0.0,1
217,16000,16000.0,13.11,36,credit_card,17.61,GA,MORTGAGE,6083.33,680,13.0,15148.0,0.0,2 years,1.0,1
218,15200,13694.22,11.14,36,credit_card,14.5,AZ,MORTGAGE,7916.67,760,7.0,217827.0,2.0,6 years,0.0,1
219,24000,24000.0,10.65,36,debt_consolidation,14.8,CA,RENT,3750.0,725,5.0,24708.0,0.0,10+ years,0.0,1
220,16450,16450.0,15.31,36,debt_consolidation,11.66,OH,MORTGAGE,6666.67,685,8.0,12697.0,3.0,9 years,1.0,1
221,7500,7500.0,12.12,36,home_improvement,26.56,NH,MORTGAGE,5000.0,710,8.0,9047.0,1.0,10+ years,1.0,1
222,4750,4750.0,22.47,36,debt_consolidation,24.45,UT,RENT,1333.33,665,9.0,4752.0,2.0,< 1 year,1.0,1
223,6500,6500.0,7.9,36,debt_consolidation,12.56,AR,RENT,6750.0,720,17.0,33229.0,0.0,8 years,0.0,1
224,5500,5450.0,18.67,60,debt_consolidation,17.71,NY,RENT,1750.0,660,6.0,4492.0,6.0,2 years,1.0,1
225,9600,9600.0,6.03,36,home_improvement,7.52,AL,MORTGAGE,6250.0,750,7.0,765.0,0.0,< 1 year,0.0,1
226,12000,11975.0,12.12,36,major_purchase,31.34,NY,OWN,4166.67,710,21.0,28703.0,2.0,3 years,1.0,1
227,2000,2000.0,7.51,36,other,16.73,CA,RENT,1500.0,730,5.0,2925.0,0.0,4 years,0.0,1
228,18000,18000.0,24.89,60,moving,14.88,VT,RENT,4000.0,665,10.0,7377.0,3.0,8 years,1.0,1
229,5825,5825.0,12.12,36,home_improvement,4.0,AR,OWN,3750.0,690,4.0,5643.0,0.0,1 year,1.0,1
230,2500,2500.0,15.31,36,home_improvement,22.81,VA,RENT,2530.0,670,7.0,5276.0,6.0,< 1 year,1.0,1
231,7200,7200.0,19.91,60,other,2.0,NY,RENT,5500.0,660,13.0,2130.0,0.0,9 years,1.0,1
232,8000,8000.0,14.33,36,other,11.85,MD,RENT,3941.58,670,15.0,9660.0,0.0,2 years,1.0,1
233,25000,24675.0,20.77,60,home_improvement,19.12,TX,MORTGAGE,6000.0,665,17.0,12757.0,2.0,10+ years,1.0,1
234,2500,2500.0,14.09,36,medical,20.95,NY,RENT,2666.67,665,9.0,15787.0,0.0,n/a,1.0,1
235,20000,2050.0,12.84,36,home_improvement,1.49,MI,MORTGAGE,3500.0,750,6.0,1954.0,5.0,2 years,1.0,1
236,6250,6250.0,13.11,36,debt_consolidation,28.61,CT,RENT,1779.17,720,19.0,7455.0,1.0,3 years,1.0,1
237,12375,12375.0,13.67,36,debt_consolidation,22.42,KS,MORTGAGE,2083.33,680,8.0,12226.0,0.0,3 years,1.0,1
238,18000,18000.0,10.16,36,debt_consolidation,16.71,NY,MORTGAGE,6666.67,685,16.0,19850.0,1.0,6 years,0.0,1
239,3300,3300.0,6.99,36,other,20.04,IL,RENT,3333.33,760,10.0,0.0,2.0,1 year,0.0,1
240,21000,21000.0,18.49,60,other,16.4,TX,MORTGAGE,8833.33,700,11.0,29293.0,0.0,1 year,1.0,1
241,24575,24575.0,16.29,36,debt_consolidation,19.6,GA,MORTGAGE,5250.0,695,8.0,20858.0,2.0,10+ years,1.0,1
242,5000,4900.0,7.74,36,other,14.4,OH,RENT,5166.67,750,8.0,15489.0,1.0,10+ years,0.0,1
243,20000,20000.0,16.29,36,debt_consolidation,23.59,MI,MORTGAGE,5833.33,680,14.0,12696.0,1.0,< 1 year,1.0,1
244,13250,13250.0,6.62,36,debt_consolidation,28.64,IL,MORTGAGE,5750.0,750,12.0,7174.0,3.0,8 years,0.0,1
245,10000,9975.0,8.59,36,major_purchase,2.85,PA,MORTGAGE,10167.0,790,9.0,16.0,3.0,10+ years,0.0,1
246,20000,19950.0,10.75,36,debt_consolidation,11.37,NY,RENT,8416.67,740,10.0,12283.0,0.0,3 years,0.0,1
247,10000,10000.0,8.49,36,debt_consolidation,13.58,FL,MORTGAGE,4166.67,715,8.0,8455.0,0.0,10+ years,0.0,1
248,12000,12000.0,12.12,36,debt_consolidation,14.66,FL,MORTGAGE,5000.0,710,11.0,13235.0,2.0,2 years,1.0,1
249,8000,7950.0,7.9,36,home_improvement,12.54,IL,MORTGAGE,3500.0,725,8.0,6834.0,2.0,5 years,0.0,1
250,11000,10950.0,8.94,36,credit_card,22.38,AK,MORTGAGE,4200.0,760,6.0,8694.0,4.0,7 years,0.0,1
251,12500,12425.0,7.49,36,debt_consolidation,14.07,MD,RENT,8237.5,730,15.0,13261.0,0.0,6 years,0.0,1
252,7500,0.0,11.03,36,credit_card,11.41,AL,MORTGAGE,3750.0,685,15.0,5148.0,7.0,6 years,0.0,1
253,4825,4825.0,10.16,36,debt_consolidation,14.89,UT,RENT,2400.0,705,14.0,6109.0,1.0,1 year,0.0,1
254,7550,7550.0,16.89,36,other,21.94,AL,RENT,2880.0,670,2.0,1989.0,1.0,8 years,1.0,1
255,8000,7827.03,14.35,36,other,20.35,NY,RENT,4000.0,675,7.0,2082.0,0.0,4 years,1.0,1
256,6000,6000.0,14.09,36,debt_consolidation,15.72,KS,RENT,5083.33,670,11.0,10373.0,0.0,4 years,1.0,1
257,8000,8000.0,15.57,60,major_purchase,2.38,IL,RENT,5291.67,700,4.0,1252.0,6.0,5 years,1.0,1
258,3000,3000.0,14.59,36,debt_consolidation,24.2,IL,MORTGAGE,5000.0,665,6.0,5527.0,1.0,5 years,1.0,1
259,8000,7997.79,16.29,36,debt_consolidation,15.76,NY,RENT,3750.0,665,8.0,7374.0,1.0,6 years,1.0,1
260,8400,8400.0,5.99,36,credit_card,8.7,TX,OWN,3000.0,750,6.0,6215.0,0.0,2 years,0.0,1
261,35000,35000.0,14.65,36,medical,12.2,MA,MORTGAGE,14166.67,720,7.0,103354.0,0.0,8 years,1.0,1
262,15000,15000.0,7.9,36,credit_card,21.54,NY,OWN,5000.0,730,8.0,21555.0,0.0,2 years,0.0,1
263,7500,7475.0,10.99,36,home_improvement,7.51,TX,MORTGAGE,7083.33,800,9.0,2245.0,7.0,8 years,0.0,1
264,24000,23665.54,9.62,60,debt_consolidation,17.41,DC,RENT,7695.08,805,6.0,1502.0,0.0,9 years,0.0,1
265,21000,20975.0,20.5,60,debt_consolidation,18.42,NY,MORTGAGE,8083.33,680,11.0,31080.0,2.0,5 years,1.0,1
266,6000,6000.0,7.62,36,debt_consolidation,9.33,CA,RENT,8315.67,730,8.0,6239.0,0.0,2 years,0.0,1
267,4500,4500.0,6.91,36,major_purchase,0.58,MD,MORTGAGE,65000.0,725,7.0,3015.0,4.0,7 years,0.0,1
268,29000,29000.0,17.77,36,debt_consolidation,15.7,MA,RENT,7666.67,695,11.0,23319.0,0.0,2 years,1.0,1
269,20000,20000.0,15.31,36,debt_consolidation,27.35,CA,RENT,5250.0,690,11.0,11343.0,1.0,6 years,1.0,1
270,7000,7000.0,10.16,36,debt_consolidation,10.76,IL,MORTGAGE,4341.67,695,11.0,13638.0,0.0,7 years,0.0,1
271,5000,4950.0,10.36,36,other,0.51,NJ,RENT,2916.67,715,2.0,165.0,2.0,3 years,0.0,1
272,6000,6000.0,17.27,36,debt_consolidation,6.91,IL,MORTGAGE,4025.67,665,6.0,6652.0,2.0,5 years,1.0,1
273,10000,10000.0,15.27,36,wedding,4.02,IL,RENT,4480.0,670,9.0,7614.0,2.0,1 year,1.0,1
274,3200,3200.0,17.49,36,other,1.37,AR,RENT,2917.0,665,4.0,1427.0,1.0,< 1 year,1.0,1
275,23000,23000.0,17.77,36,debt_consolidation,25.84,MD,MORTGAGE,6625.0,685,17.0,19870.0,1.0,3 years,1.0,1
276,5000,1750.04,11.54,36,other,10.36,NY,RENT,3416.67,670,17.0,15301.0,7.0,1 year,0.0,1
277,3000,3000.0,12.69,36,debt_consolidation,3.12,CA,RENT,2083.33,715,3.0,844.0,0.0,3 years,1.0,1
278,12000,11975.0,10.74,60,debt_consolidation,17.63,VA,RENT,3500.0,715,11.0,18808.0,0.0,5 years,0.0,1
279,20000,19975.0,13.99,60,debt_consolidation,31.2,NY,RENT,4166.67,720,9.0,8810.0,0.0,6 years,1.0,1
280,1200,1200.0,15.8,36,debt_consolidation,27.14,MI,RENT,2166.67,665,9.0,9076.0,1.0,3 years,1.0,1
281,8000,8000.0,6.62,36,credit_card,4.9,FL,MORTGAGE,3000.0,780,5.0,6084.0,1.0,n/a,0.0,1
282,10000,9975.0,16.49,60,credit_card,17.7,IL,MORTGAGE,5416.67,705,10.0,41329.0,0.0,10+ years,1.0,1
283,11000,11000.0,13.06,36,other,22.42,NC,MORTGAGE,7916.67,690,9.0,34314.0,1.0,< 1 year,1.0,1
284,18000,18000.0,16.29,36,credit_card,17.62,CA,MORTGAGE,5250.0,670,11.0,9379.0,1.0,5 years,1.0,1
285,24000,23975.0,17.49,60,small_business,8.96,OR,RENT,5000.0,705,4.0,323.0,1.0,10+ years,1.0,1
286,8000,7925.0,18.75,60,other,9.92,WA,MORTGAGE,5002.33,675,7.0,8421.0,1.0,10+ years,1.0,1
287,6000,6000.0,11.71,36,other,21.45,MI,RENT,3100.0,685,18.0,10426.0,0.0,2 years,0.0,1
288,35000,34950.0,17.27,36,debt_consolidation,22.74,CA,RENT,6750.0,675,15.0,24626.0,1.0,10+ years,1.0,1
289,1000,750.0,10.36,36,renewable_energy,0.0,GA,MORTGAGE,1800.0,730,2.0,0.0,1.0,< 1 year,0.0,1
290,10000,10000.0,15.31,36,credit_card,27.71,CA,RENT,3750.0,680,19.0,19385.0,1.0,3 years,1.0,1
291,6000,6000.0,15.8,36,medical,7.94,NY,RENT,5000.0,670,7.0,14784.0,1.0,10+ years,1.0,1
292,4000,4000.0,6.03,36,car,13.03,CA,RENT,2916.67,750,7.0,2860.0,0.0,5 years,0.0,1
293,20000,20000.0,11.71,60,debt_consolidation,10.98,IL,MORTGAGE,5416.67,745,10.0,20836.0,0.0,10+ years,0.0,1
294,3500,690.34,14.12,36,medical,10.19,IA,OTHER,3750.0,655,8.0,9771.0,4.0,10+ years,1.0,1
295,24000,24000.0,19.99,60,debt_consolidation,3.48,AZ,RENT,8333.33,690,8.0,8224.0,1.0,5 years,1.0,1
296,8000,8000.0,14.09,36,debt_consolidation,14.31,CA,RENT,3500.0,690,7.0,5074.0,2.0,4 years,1.0,1
297,12000,12000.0,6.62,36,credit_card,13.88,MA,MORTGAGE,7125.0,775,15.0,20639.0,1.0,5 years,0.0,1
298,17600,17600.0,8.9,36,debt_consolidation,16.58,CO,MORTGAGE,4166.67,750,8.0,235.0,1.0,8 years,0.0,1
299,5000,512.46,12.92,36,debt_consolidation,16.29,CA,RENT,3333.0,665,11.0,14244.0,2.0,2 years,1.0,1
300,8000,8000.0,18.67,60,educational,5.56,CA,RENT,2500.0,660,5.0,5770.0,2.0,6 years,1.0,1
301,10000,9850.0,9.88,36,debt_consolidation,17.04,KY,MORTGAGE,4500.0,730,8.0,6948.0,2.0,4 years,0.0,1
302,16800,16800.0,6.62,36,debt_consolidation,3.87,SC,OWN,16083.33,800,5.0,13470.0,1.0,8 years,0.0,1
303,6500,6450.0,10.38,60,home_improvement,6.86,KY,MORTGAGE,2738.67,755,10.0,2345.0,1.0,8 years,0.0,1
304,35000,35000.0,7.9,36,home_improvement,20.7,TX,MORTGAGE,12083.33,790,10.0,28864.0,0.0,10+ years,0.0,1
305,9950,9950.0,14.33,36,debt_consolidation,4.19,NJ,MORTGAGE,4800.0,685,9.0,5038.0,1.0,5 years,1.0,1
306,5000,5000.0,9.91,36,debt_consolidation,28.77,OH,RENT,3166.67,750,3.0,0.0,1.0,n/a,0.0,1
307,10000,10000.0,19.05,60,debt_consolidation,28.39,FL,RENT,3726.67,695,23.0,10067.0,2.0,5 years,1.0,1
308,6000,6000.0,13.11,36,debt_consolidation,19.97,PA,MORTGAGE,5833.33,685,6.0,5523.0,1.0,1 year,1.0,1
309,35000,35000.0,7.9,36,debt_consolidation,20.27,VA,MORTGAGE,12083.33,770,15.0,35242.0,0.0,10+ years,0.0,1
310,5600,5600.0,7.9,36,debt_consolidation,16.54,FL,RENT,1916.67,705,8.0,3373.0,0.0,5 years,0.0,1
311,17000,17000.0,7.9,36,small_business,6.43,NJ,RENT,6250.0,795,4.0,1352.0,3.0,6 years,0.0,1
312,15000,15000.0,12.99,60,debt_consolidation,17.45,NY,RENT,5666.67,715,13.0,10855.0,0.0,3 years,1.0,1
313,3000,3000.0,11.14,36,small_business,1.7,NY,MORTGAGE,7750.0,685,7.0,874.0,0.0,10+ years,0.0,1
314,12000,12000.0,17.77,36,credit_card,9.86,MA,RENT,3083.33,665,10.0,4390.0,0.0,4 years,1.0,1
315,25000,25000.0,14.27,36,debt_consolidation,14.59,MA,MORTGAGE,9000.0,705,11.0,22364.0,3.0,7 years,1.0,1
316,31075,31050.0,20.49,36,credit_card,26.18,MA,OWN,6000.0,660,20.0,27221.0,2.0,10+ years,1.0,1
317,4750,4750.0,14.33,60,debt_consolidation,23.48,SC,RENT,1500.0,740,11.0,1687.0,3.0,< 1 year,1.0,1
318,6400,6375.0,11.71,36,credit_card,14.88,VA,RENT,4166.67,680,7.0,15055.0,0.0,1 year,0.0,1
319,25000,25000.0,9.91,36,debt_consolidation,15.38,FL,RENT,5500.0,730,9.0,11395.0,0.0,3 years,0.0,1
320,5000,4975.0,6.03,36,major_purchase,6.43,PA,MORTGAGE,12083.33,785,10.0,792.0,0.0,5 years,0.0,1
321,12000,12000.0,11.99,60,home_improvement,4.3,GA,MORTGAGE,3583.33,755,5.0,3942.0,2.0,2 years,0.0,1
322,20000,20000.0,19.72,36,debt_consolidation,13.74,VA,MORTGAGE,7965.0,665,18.0,18809.0,1.0,7 years,1.0,1
323,10000,10000.0,15.96,36,debt_consolidation,13.09,CA,RENT,4416.67,665,9.0,23870.0,1.0,10+ years,1.0,1
324,9750,9750.0,20.49,36,other,10.55,WA,RENT,3033.33,660,13.0,8688.0,1.0,4 years,1.0,1
325,10000,10000.0,14.09,36,debt_consolidation,15.02,RI,MORTGAGE,6000.0,685,13.0,8178.0,0.0,8 years,1.0,1
326,3000,2057.84,10.46,36,small_business,4.34,IL,OWN,4350.0,680,3.0,8414.0,4.0,10+ years,0.0,1
327,25000,25000.0,19.72,60,debt_consolidation,1.31,MN,MORTGAGE,5666.67,700,6.0,92.0,0.0,10+ years,1.0,1
328,5000,5000.0,14.22,36,other,18.73,CA,MORTGAGE,8583.0,670,9.0,8097.0,1.0,1 year,1.0,1
329,6500,6500.0,5.79,36,credit_card,22.84,TX,MORTGAGE,6400.0,730,11.0,7435.0,0.0,8 years,0.0,1
330,8325,8325.0,15.31,36,debt_consolidation,15.22,NY,RENT,2916.67,670,13.0,7171.0,0.0,4 years,1.0,1
331,20000,20000.0,15.31,60,small_business,13.94,FL,MORTGAGE,8333.33,710,15.0,22246.0,0.0,10+ years,1.0,1
332,12000,12000.0,12.12,36,credit_card,20.32,AL,MORTGAGE,5166.67,710,9.0,10054.0,1.0,4 years,1.0,1
333,9500,9475.0,10.38,60,small_business,13.64,NM,MORTGAGE,5000.0,755,10.0,46358.0,0.0,10+ years,0.0,1
334,12000,11862.38,5.79,60,debt_consolidation,22.13,WI,MORTGAGE,4166.67,780,12.0,14464.0,1.0,10+ years,0.0,1
335,7200,7200.0,11.49,60,debt_consolidation,16.78,CA,RENT,2944.0,715,11.0,5459.0,0.0,6 years,0.0,1
336,8500,8500.0,10.16,36,credit_card,11.23,NV,MORTGAGE,6091.83,710,18.0,10568.0,0.0,3 years,0.0,1
337,17475,17475.0,19.05,60,debt_consolidation,22.95,IL,MORTGAGE,4583.33,685,13.0,15852.0,3.0,10+ years,1.0,1
338,10000,10000.0,12.12,36,home_improvement,13.49,TX,MORTGAGE,3113.83,690,9.0,6634.0,0.0,4 years,1.0,1
339,18000,17975.0,22.47,60,house,1.92,FL,RENT,4583.33,660,6.0,4243.0,3.0,7 years,1.0,1
340,4800,4775.0,5.42,36,medical,20.17,NH,MORTGAGE,7466.83,785,19.0,13461.0,2.0,4 years,0.0,1
341,5000,5000.0,7.9,36,wedding,16.44,NC,MORTGAGE,2298.75,720,10.0,12346.0,0.0,10+ years,0.0,1
342,20000,19925.0,12.12,36,credit_card,10.32,TX,RENT,3750.0,720,6.0,15762.0,0.0,2 years,1.0,1
343,12300,12300.0,15.31,36,debt_consolidation,19.26,OH,MORTGAGE,5000.0,710,13.0,4460.0,2.0,10+ years,1.0,1
344,28000,27950.0,22.78,60,debt_consolidation,10.29,LA,MORTGAGE,6125.0,675,11.0,18101.0,2.0,5 years,1.0,1
345,1675,1675.0,11.11,36,debt_consolidation,4.81,CA,RENT,2080.0,690,4.0,1466.0,0.0,3 years,0.0,1
346,7500,7500.0,17.04,36,car,4.92,CA,RENT,4000.0,685,3.0,8398.0,0.0,7 years,1.0,1
347,9200,9200.0,12.61,36,debt_consolidation,15.42,WI,MORTGAGE,12833.33,675,12.0,17391.0,0.0,2 years,1.0,1
348,8000,8000.0,15.8,36,credit_card,10.76,OK,MORTGAGE,4583.33,675,13.0,4084.0,3.0,2 years,1.0,1
349,5000,5000.0,10.99,36,moving,23.25,NJ,RENT,2000.0,690,8.0,8339.0,0.0,< 1 year,0.0,1
350,19125,19125.0,18.25,60,other,15.69,CA,OWN,3333.33,690,8.0,7858.0,0.0,5 years,1.0,1
351,5075,5050.0,5.99,36,debt_consolidation,20.1,PA,MORTGAGE,5000.0,790,9.0,269.0,3.0,3 years,0.0,1
352,7000,6975.0,9.62,36,debt_consolidation,22.69,IL,MORTGAGE,3275.0,710,8.0,14075.0,1.0,9 years,0.0,1
353,5000,5000.0,12.12,36,debt_consolidation,16.97,WA,MORTGAGE,6800.0,675,16.0,25524.0,0.0,10+ years,1.0,1
354,35000,33500.0,13.49,60,small_business,10.63,AZ,MORTGAGE,15583.33,760,10.0,9.0,1.0,6 years,1.0,1
355,2225,2225.0,14.65,36,credit_card,24.09,WV,MORTGAGE,3250.0,670,9.0,26854.0,1.0,n/a,1.0,1
356,4000,4000.0,10.16,36,major_purchase,4.58,IL,RENT,3168.0,715,5.0,6916.0,2.0,< 1 year,0.0,1
357,16000,16000.0,7.9,36,debt_consolidation,2.23,CA,MORTGAGE,7083.33,740,11.0,3076.0,0.0,5 years,0.0,1
358,15500,15500.0,17.77,36,debt_consolidation,27.6,VA,OWN,3333.33,675,10.0,8692.0,0.0,4 years,1.0,1
359,16000,16000.0,13.11,60,debt_consolidation,14.88,OK,MORTGAGE,7916.67,695,9.0,22918.0,2.0,10+ years,1.0,1
360,9000,9000.0,13.06,60,debt_consolidation,5.74,CA,RENT,3678.08,710,8.0,7556.0,2.0,4 years,1.0,1
361,20000,18275.0,16.49,60,wedding,24.58,TX,MORTGAGE,6000.0,710,14.0,12231.0,3.0,3 years,1.0,1
362,20000,19900.0,18.17,60,credit_card,9.72,CA,MORTGAGE,10000.0,685,8.0,106527.0,0.0,10+ years,1.0,1
363,30000,30000.0,22.78,60,debt_consolidation,24.71,CA,RENT,6041.67,690,12.0,39144.0,0.0,1 year,1.0,1
364,10000,10000.0,10.59,36,debt_consolidation,7.43,CA,RENT,3833.33,735,3.0,10187.0,0.0,10+ years,0.0,1
365,14000,14000.0,19.05,36,credit_card,31.02,IL,MORTGAGE,5000.0,660,15.0,12728.0,3.0,7 years,1.0,1
366,5000,4525.0,7.43,36,other,1.0,NY,NONE,,800,,,,< 1 year,0.0,1
367,18000,18000.0,15.31,60,other,22.93,FL,RENT,5734.08,710,13.0,2819.0,0.0,4 years,1.0,1
368,10000,10000.0,6.62,36,debt_consolidation,19.05,WA,MORTGAGE,5208.33,740,8.0,28302.0,0.0,10+ years,0.0,1
369,25975,25975.0,13.11,60,house,15.51,WA,MORTGAGE,4583.33,735,6.0,3607.0,0.0,9 years,1.0,1
370,10350,10350.0,14.09,36,car,20.46,NY,RENT,3333.33,690,10.0,10841.0,1.0,1 year,1.0,1
371,10850,10850.0,17.77,36,debt_consolidation,33.9,PA,OWN,2708.33,660,7.0,9577.0,0.0,8 years,1.0,1
372,4075,4075.0,5.42,36,home_improvement,23.41,NC,MORTGAGE,3750.0,770,6.0,34103.0,1.0,6 years,0.0,1
373,14500,10168.89,10.75,60,credit_card,14.26,CA,MORTGAGE,3584.62,755,6.0,18555.0,0.0,10+ years,0.0,1
374,12000,12000.0,10.16,36,debt_consolidation,27.48,VA,MORTGAGE,5000.0,710,12.0,10490.0,0.0,7 years,0.0,1
375,1000,1000.0,22.95,36,other,19.78,NY,RENT,884.9,665,4.0,5561.0,0.0,n/a,1.0,1
376,5900,5900.0,13.11,36,debt_consolidation,14.19,FL,MORTGAGE,3010.0,700,8.0,5921.0,0.0,10+ years,1.0,1
377,9950,9925.0,13.11,36,debt_consolidation,24.21,MI,MORTGAGE,2500.0,705,17.0,16618.0,1.0,10+ years,1.0,1
378,7200,7200.0,6.03,36,debt_consolidation,17.27,NY,MORTGAGE,3416.67,790,14.0,4838.0,0.0,10+ years,0.0,1
379,14750,14750.0,16.77,60,debt_consolidation,17.32,NM,MORTGAGE,2500.0,685,8.0,11003.0,1.0,8 years,1.0,1
380,5000,4975.0,16.7,36,other,2.67,FL,RENT,3000.0,690,4.0,2474.0,8.0,1 year,1.0,1
381,20000,20000.0,14.91,36,debt_consolidation,19.43,VA,MORTGAGE,6250.0,715,12.0,14308.0,1.0,5 years,1.0,1
382,18400,18375.0,19.42,60,debt_consolidation,22.53,VA,MORTGAGE,7400.0,705,14.0,10439.0,2.0,10+ years,1.0,1
383,7200,4167.97,14.11,36,other,13.62,PA,OWN,3583.0,700,3.0,1621.0,1.0,1 year,1.0,1
384,18000,17994.17,13.99,60,debt_consolidation,2.13,PA,MORTGAGE,4364.58,725,9.0,1721.0,3.0,3 years,1.0,1
385,8000,8000.0,12.12,36,debt_consolidation,24.98,MA,RENT,3166.67,690,10.0,5428.0,0.0,10+ years,1.0,1
386,4000,4000.0,8.9,36,small_business,13.16,CA,MORTGAGE,5166.67,720,9.0,7171.0,2.0,3 years,0.0,1
387,6000,6000.0,13.11,36,debt_consolidation,18.1,NY,RENT,3750.0,690,18.0,14468.0,3.0,7 years,1.0,1
388,6250,6100.0,10.25,36,debt_consolidation,18.04,FL,MORTGAGE,2400.0,720,5.0,14863.0,0.0,10+ years,0.0,1
389,5375,5375.0,14.09,36,car,15.05,TX,MORTGAGE,5416.67,685,13.0,4087.0,2.0,1 year,1.0,1
390,8875,8875.0,15.31,36,debt_consolidation,14.9,SC,RENT,2302.0,665,8.0,10008.0,0.0,n/a,1.0,1
391,7000,7000.0,10.65,36,debt_consolidation,7.38,CA,RENT,3333.33,700,7.0,12168.0,0.0,< 1 year,0.0,1
392,12000,12000.0,15.31,36,debt_consolidation,21.83,VA,RENT,6416.67,680,20.0,11583.0,2.0,2 years,1.0,1
393,21250,21250.0,18.75,36,credit_card,26.53,LA,OWN,4500.0,670,15.0,25287.0,2.0,10+ years,1.0,1
394,3600,3600.0,19.72,60,car,22.22,KS,MORTGAGE,3200.0,680,13.0,11702.0,0.0,< 1 year,1.0,1
395,12000,12000.0,14.33,36,debt_consolidation,28.2,KY,MORTGAGE,3333.33,670,11.0,10727.0,0.0,10+ years,1.0,1
396,10050,10050.0,14.33,36,credit_card,16.48,CA,RENT,2500.0,690,7.0,13337.0,2.0,< 1 year,1.0,1
397,4025,4025.0,8.9,36,credit_card,15.32,CA,MORTGAGE,5000.0,700,12.0,15943.0,0.0,8 years,0.0,1
398,5000,5000.0,6.62,36,debt_consolidation,1.2,GA,RENT,5000.0,780,8.0,531.0,1.0,2 years,0.0,1
399,16500,16400.0,11.71,60,small_business,12.07,OH,MORTGAGE,2750.0,775,11.0,2316.0,1.0,4 years,0.0,1
400,10000,10000.0,7.29,36,home_improvement,7.94,CA,MORTGAGE,5833.33,735,12.0,3181.0,0.0,8 years,0.0,1
401,7500,-0.01,12.29,36,educational,21.34,CA,MORTGAGE,8750.0,685,14.0,20947.0,7.0,5 years,1.0,1
402,10000,10000.0,6.03,36,debt_consolidation,24.66,OH,MORTGAGE,2940.25,755,8.0,5904.0,0.0,10+ years,0.0,1
403,10000,10000.0,8.9,36,credit_card,22.66,MN,RENT,2083.33,715,8.0,12724.0,0.0,9 years,0.0,1
404,18000,18000.0,7.9,36,credit_card,18.36,GA,RENT,5833.33,730,16.0,12522.0,0.0,< 1 year,0.0,1
405,7000,7000.0,16.29,36,credit_card,24.93,TX,MORTGAGE,3833.33,680,20.0,18792.0,3.0,3 years,1.0,1
406,22000,21975.0,22.47,60,debt_consolidation,33.93,WV,MORTGAGE,5083.33,670,14.0,31152.0,2.0,10+ years,1.0,1
407,6000,6000.0,13.11,36,debt_consolidation,12.4,WA,RENT,1000.0,685,18.0,3622.0,2.0,1 year,1.0,1
408,5600,5600.0,6.62,36,wedding,7.23,NC,MORTGAGE,5833.33,750,8.0,8125.0,1.0,2 years,0.0,1
409,9500,9500.0,12.12,36,debt_consolidation,24.06,MO,MORTGAGE,2519.17,705,7.0,8673.0,1.0,10+ years,1.0,1
410,12000,12000.0,13.11,36,debt_consolidation,17.51,SC,MORTGAGE,9666.67,680,12.0,17226.0,0.0,5 years,1.0,1
411,7200,7200.0,10.37,36,debt_consolidation,8.92,FL,MORTGAGE,4416.67,675,10.0,4137.0,0.0,2 years,0.0,1
412,5000,5000.0,15.8,36,debt_consolidation,25.53,NC,RENT,6612.0,665,6.0,14283.0,0.0,10+ years,1.0,1
413,8250,8086.75,15.96,60,home_improvement,15.6,NY,MORTGAGE,2917.0,695,13.0,4479.0,1.0,2 years,1.0,1
414,30000,30000.0,22.47,60,debt_consolidation,20.07,NY,MORTGAGE,7916.67,690,9.0,4202.0,3.0,n/a,1.0,1
415,10075,10075.0,15.81,60,debt_consolidation,23.8,DE,MORTGAGE,6583.33,700,15.0,13259.0,1.0,1 year,1.0,1
416,9050,9050.0,13.11,36,credit_card,20.58,MI,MORTGAGE,5166.67,700,9.0,7571.0,1.0,7 years,1.0,1
417,17500,17500.0,10.16,36,credit_card,23.64,CA,MORTGAGE,3333.33,700,10.0,21483.0,0.0,8 years,0.0,1
418,10000,5334.01,6.91,36,car,8.83,TX,RENT,4166.67,730,5.0,6381.0,0.0,1 year,0.0,1
419,10000,10000.0,8.9,36,other,20.1,MO,RENT,2870.42,715,11.0,18802.0,0.0,3 years,0.0,1
420,8500,8500.0,15.8,36,debt_consolidation,17.4,MI,RENT,2500.0,690,6.0,6491.0,1.0,1 year,1.0,1
